selected,exact,matchTags,year,issue,section,title,authors,abstract,meta,fn,size,digestUrl,downloadUrl,sourceUrl
"true","false","international;policy;comparative","2026","03","智能革命与教育变革研究","赋能与规训:美国中小学生使用人工智能双重框架与实践路径","张彦杰;曹彦杰;","美国已有25个州发布K-12教育人工智能官方应用指南,政策演进呈现出“学区倒逼—联邦引领—州级整合”的三级联动机制。各州围绕学生构建出“负责任”与“合乎伦理”使用人工智能的双重框架,旨在统筹其显著机遇与潜在风险。“负责任”侧重行为合规,“合乎伦理”强调价值引领。在路径探索方面,各州通过明确人机协同角色,制定分级应用标准,完善包括素养培养、工具审核及多方参与的支持生态,推动人工智能与教育深度融合。然而,现有政策仍偏重风险规制,存在轻教学创新、指导性过强、教师自主受限、学生参与不足等局限。需构建“制度奠基、教育赋能、创新引领、生态共育”四维治理框架,推动人工智能教育治理从“范式修补”向“系统重塑”转型。","2026年03期 v.48;No.434 31-41页 [查看摘要][在线阅读][下载 927K] [下载次数：516 ] |[引用频次：0 ] |[阅读次数：1 ]","BJJY202603004","927K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=73c93c55-1f84-495e-8631-4965699fcc56","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202603004","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=03"
"true","false","international;policy;comparative","2026","03","可持续发展教育研究","法国大学生态转型制度化:动力、行动与反思","徐岚;张羽扬;","生态转型与可持续发展是全球高等教育发展的重要趋势。基于新制度主义理论视角,法国大学生态转型的制度化进程兼具内生性与外源性特征,其动力不仅来自政府自上而下的制度安排,而且也源于全球高等教育排名指标变化带来的同构压力,以及高校师生自下而上的诉求产生的合法性危机。法国大学生态转型形成以规范性要素为主导、文化-认知性要素与规制性要素协同支持的形态,但还面临政策流于形式、生态议题优先性不足以及路径依赖等制度性障碍,这些也是世界大学生态转型面临的共性问题。为此,提出四项策略:将生态转型理念嵌入组织行动者认知,以社会服务理念超越量化绩效束缚,以关系性思维构建多元协同转型生态,以数字化转型建设数智时代绿色大学。","2026年03期 v.48;No.434 42-52页 [查看摘要][在线阅读][下载 929K] [下载次数：224 ] |[引用频次：0 ] |[阅读次数：1 ]","BJJY202603005","929K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=99b2476f-f3e7-417b-a50e-739b356b5cf8","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202603005","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=03"
"true","false","international;policy;comparative","2026","03","可持续发展教育研究","法国学校生态转型的双重治理逻辑","鲍俊逸;卞翠;","在“绿色法国”的发展目标下,法国提出生态转型的国家战略。为此,法国将学校作为生态转型的第一场所,推行学校生态转型政策,积极推进生态教育治理。法国学校生态转型的政策执行呈现出两种治理逻辑:一是系统性逻辑,通过聚焦“生态转型”的话语,以国民教育动员促进生态教育战略具体化,将治理结构重心下沉,突出学校主体地位;二是个体性逻辑,通过选举生态代表等方式,为个体提供展示机会,并以行动指南为实践提供范本。法国学校生态转型提出一种新型的“生态教育治理”,融合治理理论与生态教育学的思想,在实践上构建了基于双重治理逻辑的双向强化模式,并强调充分发挥学校的枢纽功能,为世界各国解决日益严重的生态危机和共同探索学校生态转型提供了新的治理经验。","2026年03期 v.48;No.434 53-62页 [查看摘要][在线阅读][下载 880K] [下载次数：184 ] |[引用频次：0 ] |[阅读次数：1 ]","BJJY202603006","880K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=6ca9c647-bc9b-403d-b21a-8551d9c3a482","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202603006","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=03"
"true","false","international;policy;comparative","2026","03","比较教育学科建设研究","理解世界与发展自己:比较教育研究的根本取向","付淑琼;郭海宁;","19世纪初期,比较教育研究在民族国家取代城市成为权力熔炉的时期得以诞生,尽管存有质疑的声音,但是民族国家一直是比较教育研究无可取代的基本单位。民族国家的参照物是由一个个其他民族国家组成的世界,连接民族国家与世界的桥梁是理解,理解世界是比较教育研究最独特的理论取向。比较教育研究需要理解教育世界的内外部因素,进而探索其共性与差异及其相互关系。在此基础上,了解自己、和而不同,家国情怀、价值有涉,宏观视野、微观立场,这是每一个民族国家发展自己的重要路径,也是比较教育研究最根本的实践取向。","2026年03期 v.48;No.434 63-70页 [查看摘要][在线阅读][下载 662K] [下载次数：351 ] |[引用频次：0 ] |[阅读次数：2 ]","BJJY202603007","662K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=e0e76403-7a77-4b75-93db-6ab9632be216","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202603007","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=03"
"true","false","international;policy;comparative","2026","03","比较教育学科建设研究","比较教育领域的全球本土化研究:脉络、价值与展望","张鼎立;沈晓敏;","全球本土化研究对回应全球教育理念如何与地方制度、文化和实践互动的核心问题具有重要意义。从理论脉络看,罗兰·罗伯逊提出全球本土化概念,乔治·里茨尔阐释全球本土化的有限性,维克托·鲁多梅托夫构建全球本土化的折射隐喻,三者共同奠定全球本土化研究基石。在比较教育领域,全球本土化研究有助于弥合新制度主义扩散论的不足,揭示跨国教育转移的动态过程,同时推动多层级行动者纳入研究,丰富比较教育分析视角。全球本土化研究已覆盖宏观教育政策、中观课程设计以及微观行动者实践。面向未来,全球本土化研究需进一步关注后殖民理论视角,提炼教育全球本土化实践类型,拓展时间与空间维度。","2026年03期 v.48;No.434 71-78+91页 [查看摘要][在线阅读][下载 769K] [下载次数：348 ] |[引用频次：0 ] |[阅读次数：0 ]","BJJY202603008","769K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=c1944d17-bc8c-4c6a-8132-bd3520522e66","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202603008","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=03"
"true","false","international;policy;comparative","2026","03","教育国际化研究","“全球南方”教育研究的国际知识图景——基于空间维度文献计量与BERTopic主题建模双重透视","屈廖健;孙怡琳;","随着全球南方国家在世界舞台上的强势崛起,“全球南方”教育研究成为国际学术界的热门话题。文献计量与空间分析发现,“全球南方”教育研究发文数量快速增长、发文国家以全球北方为主且北北合作活跃、作者群分散但存在多种地域合作形式、发文期刊以教育学为主。内容分析发现国际学术界中“全球南方”教育研究主要集中于去殖民化与语言霸权、后殖民课程教学实践与教师发展、多元学生发展与流动、社会变革与教育转型以及南北失衡下的学术发展这五大专题。未来研究者尤其是中国学者可从构建“全球南方”教育研究知识体系、结合现实需要聚焦研究内容以及推动南北合作与南南合作出发,深化拓展“全球南方”教育研究。","2026年03期 v.48;No.434 79-91页 [查看摘要][在线阅读][下载 1057K] [下载次数：455 ] |[引用频次：0 ] |[阅读次数：2 ]","BJJY202603009","1057K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=f6fbf895-37c4-4397-bf5d-8ccf502324e4","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202603009","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=03"
"true","false","international;policy;comparative","2026","03","教育国际化研究","教育知识的全球迁移与重构——以“可见的学习”为例","伍绍杨;彭正梅;","“可见的学习”其全球迁移呈现三种典型模式:一是英语国家的政策嵌入型接纳,依托新自由主义治理逻辑快速融入教育政策;二是德国、日本及北欧的学术对话型转化,通过地方学术空间批判性转译,实现本土化;三是北美的商业驱动型扩散,借由市场化运作形成教育服务产品。在全球迁移中,“可见的学习”其形式持续重构,但核心逻辑保持稳定,即满足当代教育治理对科学合法性的需求。政策紧迫性、学术反思与市场效率等多重时间逻辑影响“可见的学习”在不同国家的重构方式和传播效果。","2026年03期 v.48;No.434 92-101页 [查看摘要][在线阅读][下载 878K] [下载次数：218 ] |[引用频次：0 ] |[阅读次数：3 ]","BJJY202603010","878K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=0c6b6137-851b-49b1-a7ed-b406c9c4924f","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202603010","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=03"
"true","false","international;policy;comparative","2026","03","教育国际化研究","东盟教师教育区域化发展路径研究","张清玲;何苗苗;","在区域一体化发展目标下,东盟积极推进教育区域化发展,而教师教育区域化发展是其重要组成部分。借助简·奈特教育区域化发展的三大路径框架分析可知,东盟从功能、组织、政治这三条相辅相成的路径,积极推动教师教育区域化发展,创造出互通互融的区域教师教育大环境。东盟教师教育区域化发展呈现三大特征:一是构建各种公共互通工具,开发多样交流合作项目,形成纵横联通机制;二是成立上下、左右、内外协同的教师教育联动网络,激发区域交流合作内驱力;三是正式与非正式方式有机互补,保持区域教师教育政策的连贯与系统。不过,东盟教师教育区域化发展仍面临区域最不发达国家人才流失、区域教师教育治理权力结构失衡和区域教师教育规划执行力度弱化等挑战。","2026年03期 v.48;No.434 102-112页 [查看摘要][在线阅读][下载 911K] [下载次数：447 ] |[引用频次：0 ] |[阅读次数：0 ]","BJJY202603011","911K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=25e27529-0094-4155-b9a8-3b897a431ba6","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202603011","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=03"
"true","false","international;policy;comparative","2026","04","课程与教学研究","从传递知识到谋划福祉——课程定位与发展的全球范式转型","王凯;缪佳怡;","在社会变革与教育体系发展双重推动下,课程范式正从传统的知识传递模式转向对未来福祉的系统谋划。这一转型的特征体现在四个维度:目标从培育人力资本转向增进人的福祉;内容从学科分离走向学科融合;实施从单向传授转为多维互动;权力结构从国家管控迈向多元协商。然而,这一转型正面临认知观念滞后、教师能力断层、资源配置失衡和制度结构束缚等多重挑战。为突破困境,须构建以全人发展为导向的贯通式课程通道,提升学校与教师的课程领导力,建立多元协同的课程治理生态,加强扎根实践的国际比较研究。","2026年04期 v.48;No.435 3-11+31页 [查看摘要][在线阅读][下载 882K] [下载次数：253 ] |[引用频次：0 ] |[阅读次数：1 ]","BJJY202604001","882K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=c6e4323a-2d80-4aa8-85a2-848583050c58","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202604001","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=04"
"true","false","international;policy;comparative","2026","04","课程与教学研究","国际视野下的课程超载及其治理研究——来自经合组织的洞见及多国实践","陈法宝;蔡雨菲;","随着全球性挑战持续涌现,各种新兴议题不断进入课程框架。“社会问题课程化”成为教育系统对社会发展的应急回应,由此带来的课程超载已成为各国课程改革需要面对的共性问题。为应对这一危机,经合组织及多个国家经过实践,探索出多元治理策略:通过大概念牵引跨学科学习,实现学科统整;学习内容由广入深,推动认知和学习深化;调适课程结构,回归“以生为本”的价值定位;赋能教育主体,激活师生的主体性和能动性。这种课程超载治理的行动逻辑,实质上是一场素养导向的课程体系重构:体现了课程目标从碎片化积累到整体素养发展的知识观,课程内容“增”与“减”辩证统一的方法论,课程结构调整上“工具性”和“人文性”融合的价值论,以及在课程实施上赋能教育主体、革新育人方式。这一深层的结构性改革为课程改革的整体推进提供了理论借鉴和实践参照。","2026年04期 v.48;No.435 12-20页 [查看摘要][在线阅读][下载 798K] [下载次数：213 ] |[引用频次：0 ] |[阅读次数：2 ]","BJJY202604002","798K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=74186087-4e83-464b-b3ba-cf27724da24d","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202604002","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=04"
